,PhraseNo,Phrase,IsHateSpeech
2262,2263,"['නමුත්', 'රටක්', 'පාලනය', 'භාර', 'කරන්න', 'ආටිෆිශියල්', 'ඉන්ටර්ලිජන්ට්', 'වලින්', 'බෑ', 'කියලා', 'තේරුම්', 'ගන්න', 'ඕනි', 'පොලීසියටත්', 'මේක', 'ඉදිරිපත්', 'කලා', 'එකම', 'ක්', 'රමයකින්', 'අනුමාන', 'කරන්න', 'ගිහින්', 'unp', 'එක', 'රට', 'පාලනය', 'කරනවට', 'වඩා', 'ලොකු', 'අර්බුදයකට', 'මුහුණ', 'පාන්නයි', 'වෙන්නෙ', 'අනික', 'අපේ', 'රටේ', 'අයට', 'වඩා', 'විදේශීය', 'අයටයි', 'මෙතුමා', 'කැමති', 'ජෑම්', 'එකක්', 'කරලා', 'අහිංසක', 'දුප්පත්', 'අය', 'ගැන', 'කාටවත්', 'ගානක්', 'නෑ']",NO
2265,2266,"['menna', 'rata', 'hadana', 'minissu']",NO
2266,2267,"['ape', 'crecket', 'team1', 'godadagatta', 'kohomada']",NO
2267,2268,"['chathura', 'aiyata', 'jayawewa', 'Dhammika', 'Perera', 'rajawewa', 'lankawata', 'dahasak', 'watina', 'Supiri', 'molayak', 'tina', 'manussayek']",NO
2268,2269,"['ධම්මික', 'පෙරේරා', 'සාමි', 'තුමා', 'ආයිමත්', 'ඇවිත්', 'එයාගේ', 'බ්', 'රහ්ම', 'රහස්', 'අරගෙන', 'මාසයක්', 'වගේ', 'කාලයක්', 'ඇතුලත', 'දෙවෙනි', 'වතාවට', 'දන්නා', 'කෙනෙක්', 'ළඟ', 'ඉන්න', 'කෙනෙක්', 'මෙයාට', 'කියන්න', 'මේ', 'මනුස්සයට', 'ඇත්තටම', 'තියෙන', 'image', 'එකත්', 'නැති', 'කරගන්නවා', 'අපි', 'මෙයාගෙන්', 'බලාපොරොත්තු', 'උනේ', 'Breaking', 'the', 'Magician', 's', 'Code', 'වගේ', 'වැඩ', 'සටහකින්', 'අපි', 'දකින', 'අපිට', 'කවදාවත්', 'හොයාගන්න', 'බැරි', 'ජීවන', 'බිස්නස්', 'රහස්', 'මේ', 'පාර', 'චතුරයි', 'දම්මිකයි', 'දෙන්නම්', 'කටපාඩම්', 'කරගෙන', 'ඉන්නේ']",NO
2269,2270,"['දෙන්නම', 'විකටයෝ', 'තමන්ගේ', 'දිග', 'පලල', 'ගැන', 'මෙච්චර', 'පුරාජේරු', 'දොඩවන්නේ', 'ඇතුලත', 'හිස්', 'මිනිස්සු', 'මේ', 'ලංකාවට', 'වෙලා', 'තියෙන', 'විනාසේ', 'හරස්', 'කඩක්', 'මහා', 'පුරුෂාර්ථ', 'මත', 'ගොඩ', 'නැගෙන', 'ලාංකීය', 'පවුර්ෂ', 'නෑ', 'කටින්', 'පවුර්ෂ', 'හදන්න', 'බෑ', 'නිකන්', 'හිතන්න', 'කවදාවත්', 'TV', 'එකට', 'ආපු', 'නැති', 'උනත්', 'උපාලි', 'විජේවර්ධන', 'ගැනලොකු', 'ව්', 'යාපාරික', 'පවුර්ෂයක්', 'අපේ', 'හිතේ', 'තියෙනවා', 'දැක්කේ', 'වත්', 'නැති', 'අනගාරික', 'ධර්මපාල', 'තුමාට', 'අපේ', 'ලොකු', 'ගවුරවයක්', 'තියෙනවා', 'පක්ෂ', 'බේධ', 'නැතුව', 'DS', 'ට', 'SWRD', 'ට', 'මිනිස්සු', 'ගරු', 'කරන්නේ', 'නැද්ද', 'මගේ', 'නත්තල', 'දුගියා', 'බත්', 'කන', 'දාය', 'කියපු', 'පන්සලේ', 'පියතුමා', 'කියන', 'මර්සිලින්', 'පිය', 'තුමා', 'බවුද්ධ', 'අපිටත්', 'හුඟක්', 'ලොකු', 'කෙනෙක්']",NO
2270,2271,"['සූර', 'සරදියෙල්', 'කරපු', 'වැඩ', 'එක්ක', 'හැදුනු', 'ප්', 'රතිරූපයක්', 'තියෙනවා', 'අර්තර්', 'වී', 'දියෙස්', 'ගේ', 'ප්', 'රතිරුපේ', 'හැදුනේ', 'කොස්', 'ගහ', 'අපේ', 'වලට', 'හුඟක්', 'කිට්ටු', 'නිසා', 'මද්දුම', 'බණ්ඩාර', 'ගැන', 'කිරිබොන', 'පොඩි', 'උන්', 'හිටන්', 'දන්නවා', 'NM', 'පෙරේරා', 'DB', 'ජයතිලක', 'කියන', 'නම්', 'වලට', 'හැම', 'හදකම', 'ඉඩක්', 'තියෙනවා', 'මහාචාර්ය', 'සරච්චන්ද්', 'ර', 'හා', 'තුනේ', 'පන්තියටවිතරක්', 'ගිය', 'මාර්ටින්', 'වික්', 'රමසිංහ', 'නම්', 'ඇහුනත්', 'මිනිස්සු', 'ටිකකට', 'නැවතිලා', 'බලනවා', 'Prof', 'JB', 'Carlo', 'Fonseka', 'Nalin', 'de', 'silva', 'කිව්වම', 'ලංකාවේ', 'මහා', 'පවුර්ශ', 'ඇයි', 'මේ', 'පොල්කොළ', 'ඉටිකොළ', 'සිමෙන්ති', 'අනාගෙන', 'තමාගේම', 'පිළිම', 'තමන්ම', 'අඹන්නේ', 'අර', 'සමනත්', 'ර', 'භද්', 'ර', 'පිස්සු', 'උන්නාන්සේ', 'වගේ', 'අර', 'හැම', 'පෝයටම', 'අධෝ', 'වාහිනියට', 'ITN', 'වාචාල', 'ගොන්', 'මඬලාවට', 'එන', 'අත්තනායක', 'ආචාරියා', 'වගේ', 'සුචරිත', 'කම', 'දෙකොනෙන්', 'බේරෙනවා']",NO
2272,2273,"['ඒක', 'මකන්න', 'න්', 'යෂ්ටික', 'බෝම්බ', 'දැම්මත්', 'බෑ', 'මේ', 'එයාගේ', '5', 'දිව්', 'යඥානෙන්', 'පේන', 'දේවල්', 'අපිට', 'මොකටද', 'පුන', 'පුනා', 'කියන්නේ', 'මේවා', 'ගොන්', 'Image', 'building', 'consultant', 'ලගේ', 'දිරච්ච', 'ලනු', 'හැබැයි', 'මෙයාගේ', '5', 'මොලේ', 'පාවිච්චි', 'කරපු', 'එක', 'නම්', 'ඇත්ත', 'මොකද', 'අනෙක්', '95', 'මහින්දගේ', 'කලුසල්ලි', 'හොර', 'මොලේ', 'මහින්ද', 'තමයි', 'වටේ', 'ඉන්න', 'උන්ට', 'අල්ලන', 'බැරි', 'විදියට', 'හොරාකන්න', 'පුරුදු', 'කරේ', 'මේ', 'වගේ', 'තැන්', 'වලට', 'ගැලපෙන', 'කියමන්', 'දෙක', 'තුනක්', 'මතක්', 'වෙනවා', 'ගැමියෝ', 'කියන', 'ඔන්න', 'කනෝ', 'පිනුම්', 'කිව්වලු']",NO
2273,2274,"['ඒ', 'වගේම', 'සිංහල', 'සමාජේ', 'තව', 'කියමනක්', 'තියෙනවා', 'හොරාගේ', 'අම්මගෙන්', 'පේන', 'ඇහීම', 'වගේ', 'මේ', 'කියමන්', 'දෙකෙන්ම', 'පොතකින්', 'කියන්න', 'බැරි', 'තරම්', 'මනෝ', 'රූප', 'අපතුල', 'මැවෙනවා', 'හැමදාම', 'ලංකාවේ', 'අපි', 'TV', 'එක', 'ළඟ', 'වාඩිවෙලා', 'තක්කඩි', 'පල්', 'හොරු', 'විසි', 'තිස්දාහක', 'කනා', 'පිනුම්', 'බල', 'බලා', 'උන්ගේ', 'දෙමවුපියන්ගෙන්ම', 'හොරා', 'ගැන', 'පේන', 'අහ', 'අහ', 'ඉන්න', 'ගොන්', 'රැලක්', 'වෙලා']",NO
2274,2275,"['President', 'wenna', 'one', 'na', 'Policy', 'maker', 'kenek', 'karala', 'rata', 'diunu', 'karana', 'wada', 'tika', 'meyata', 'dunna', 'nam', 'sahena', 'deyak', 'karai']",NO
2279,2280,"['අපෝ', 'ධම්මික', 'ලොක්කා', 'චාටර්නේ', 'මේ', 'මොනවද', 'කියන්නේ', 'AI', 'ගැන', 'සිගිති', 'කථා', 'නේ', 'කියන්නේ']",NO
2280,2281,"['Macahn', 'Chathura', 'Uba', 'program', 'eka', 'handle', 'karana', 'widiha', 'patta', 'harima', 'lassanai', 'jaya', 'weewa']",NO
2281,2282,"['මුරලි', 'කියන්නේ', 'අපි', 'ආදරය', 'කරන', 'චරිතයක්', 'අපි', 'ඔහුත්', 'සමග', 'හැමතිස්සෙම', 'කතා', 'කරන්නේ', 'ක්', 'රිකට්', 'ගැන', 'නමුත්', 'ඔහු', 'ව්', 'යාපාරිකයෙකු', 'ලෙසත්', 'සාර්ථක', 'වී', 'ඉන්නවා', 'ඒ', 'වගේම', '1920', 'ගණන්වල', 'වතු', 'කම්කරුවෙකු', 'ලෙස', 'තමන්ගේ', 'සීයා', 'ලංකාවට', 'පැමිණි', 'බව', 'කියන්නත්', 'ඔහු', 'පැකිලෙන්නේ', 'නැහැ', 'ඔහු', 'එය', 'සඳහන්', 'කරන්නේ', 'මහත්', 'ආඩම්බරයෙන්']",NO
2284,2285,"['I', 'm', 'a', 'Muslim', 'ඒත්', 'මං', 'ආදරෙයි', 'මගේ', 'රටට', 'පණ', 'වගේ', 'මම', 'කවදාවත්', 'හිතල', 'නෑ', 'මම', 'මුස්ලිම්', 'උඹ', 'බෞධ්ද', 'අරෑ', 'හින්දු', 'ක්', 'රිස්තියානි', 'කියලා', 'මට', 'නම්', 'කිසිම', 'ජාති', 'බේදයක්', 'නැහැ', 'අපේ', 'family', 'එකෙත්', 'කවුරැත්', 'එහෙම', 'නෑ', 'මම', 'අදහන', 'දෑ', 'මට', 'උඹ', 'අදහන', 'දෑ', 'උඹට', 'අපි', 'කවුරැත්', 'ඕව', 'ප්', 'රශ්ණයක්', 'කරගන්න', 'ඕන', 'නෑ', 'මොකද', 'අපි', 'ඔක්කොම', 'එකයි', 'අපි', 'හැමෝම', 'එක', 'රටක', 'ජිවත්', 'වෙන්නේ', 'මමනම්', 'කියන්නේ', 'ලංකාවේ', 'ඉපදුන', 'මමත්', 'සිංහල', 'මගේ', 'ඇඟෙත්', 'දුවන්නේ', 'සිංහලේ']",NO
2285,2286,"['ආගම්', 'කුළ', 'භේද', 'අපි', 'කවුරැත්', 'ප්', 'රශ්ණයක්', 'කරගන්න', 'ඕන', 'නෑ', 'අපි', 'ඔක්කොම', 'එකයි', 'අන්න', 'ඒක', 'කවුරැ', 'කවුරැත්', 'හිතට', 'ගත්තනම්', 'අපිත්', 'දිවුනු', 'වෙලා', 'රටත්', 'දිවුනු', 'වෙලා', 'පුංචි', 'එංගලන්තයක්', 'කරන්න', 'පුලුවන්', 'වැරදි', 'දෙයක්', 'කිවුවනම්', 'Sorry']",NO
2286,2287,"['බුදු', 'අම්මො', 'කී', 'පාරක්නම්', 'ඇවිල්ලා', 'බැලුවද', 'Full', 'Episode', 'එක', 'දාලද', 'කියලා']",NO
2290,2291,"['එක', 'තත්පරයක්වත්', 'forward', 'කරන්නෙ', 'නැතුව', 'බලපු', 'video', 'එකක්']",NO
2297,2298,"['මොන', 'ලබ්බක්ද', 'යකෝ', 'තේරුමක්', 'ඇති', 'video', 'එකක්', 'කරපන්', 'ඉරාජ්', 'වගේ', 'වෙන්න', 'ගිහින්', 'තියන', 'තැනත්', 'නැති', 'කර', 'ගන්න', 'එපා']",YES
2303,2304,"['පොන්න', 'වැඩ', 'කරන්න', 'එපා', 'ඉරාජ්', 'අයියේ', 'Dr', 'Abdul', 'M', 'B', 'B', 'S', 'SAITN', 'sri', 'lanka', 'කෙලින්ම', 'SAITM', 'කියලා', 'ගහපන්කෝ', 'පොන්න', 'වැඩ', 'කරන්නේ', 'නැතුව', 'සිංදුව', 'මෙලෝ', 'රහක්', 'නෑ', 'music', 'කලාට', 'කමක්', 'නෑ', 'කඩේ', 'යන්න', 'එපා']",YES
2306,2307,"['raj', 'ane', 'uba', 'wage', 'gon', 'harakek', 'hari', 'video', 'ekak', 'karapan', 'kisima', 'therumak', 'na', 'thaththath', 'casino', 'eke', 'kali', 'ekka', 'athal', 'gananwa', 'uba', 'namalge', 'hotu', 'kali', 'gahanawa', 'ewa', 'gahala', 'karana', 'video', 'thama', 'me', 'bhudda', 'sasane', 'kana', 'ekekuth', 'dagena', 'karana', 'gon', 'Wada', 'ethi', 'BN', 'harajek', 'unata', 'eka', 'pennanna', 'EPA']",YES
2309,2310,"['මචං', 'iraj', 'උබ', 'දක්ෂ', 'marketing', 'පොරක්', 'ඒත්', 'ආගමට', 'ජාතියට', 'නිග්', 'රහ', 'කරන්න', 'එපා', 'උබට', 'ජාතියක්', 'ජන්මයක්', 'නැති', 'එකට', 'සමස්ත', 'ජාතියටම', 'ආගමට', 'මේ', 'වගේ', 'කරන්න', 'එපා', 'සමන්ත්', 'ර', 'බද්ඳා', 'කියන්නේ', 'දේව', 'දත්ත', 'කෙනෙක්', 'උබට', 'ටිකිරි', 'මොලයක්', 'හරි', 'තියෙනවනන්', 'දහම්', 'පාසලකට', 'ගිහින්', 'තියෙනවනන්', 'රහතන්', 'වහන්සේ', 'කෙනෙක්', 'කියන්නෙ', 'කොයි', 'වගේ', 'පුද්ගලයෙක්ද', 'කියන', 'එක', 'දැන', 'ගනිවී', 'මේ', 'වගේ', 'රග', 'පාන', 'නලුවෝ', 'උබලටම', 'තමා', 'හොද', 'උබට', 'මේ', 'කරන', 'දේවල්', 'වලට', 'මේ', 'අත්මයේ', 'දීම', 'පලිසන්', 'දෙනවා']",NO
2310,2311,"['balan', 'giyama', 'meya', 'piumita', 'wada', 'gonek', 'ne', 'HE', 'HE', 'HE']",YES
2315,2316,"['fill', 't', 'එක්ක', 'ගහපු', 'වීඩියෝ', 'එක', 'දැක්කම', 'උබේ', 'තාත්තට', 'පාරෙ', 'බැහැලා', 'යන්න', 'පුලුවන්ද']",NO
2322,2323,"['පට්ට', 'බඩු', 'මේව', 'පාරෙ', 'යද්දි', 'ගල්', 'ගහන්න', 'ඕන', 'වැරදි', 'කරල', 'කොච්චර', 'හංගන්න', 'හැදුවත්', 'බෑ', 'ගොන්', 'වේසියේ', 'උඹලගෙ', 'ජීවිත', 'වලට', 'උඹල', 'respect', 'කරන්', 'නැත්නම්', 'වැරදි', 'ලෝකෙන්', 'හංගල', 'අනිත්', 'මිනිස්සුන්ගෙ', 'ගෞරවය', 'දිනා', 'ගන්න', 'උඹලට', 'බෑ']",YES
2326,2327,"['main', 'sponsor', 'manager', 'එක්ක', 'හුකලා', 'තමයි', 'videos', 'වලට', 'එන්නෙ', 'නැතුව', 'උබල', 'නිකං', 'එන්නේ', 'නෑනේ', 'මිනිස්සු', 'දන්නවා', 'බං', 'උඹලා', 'ගැන', 'කොච්චර', 'පොෂ්', 'වෙන්න', 'හැදුවත්', 'වැඩක්', 'නෑ']",YES
2329,2330,"['Lankawe', 'inna', 'අලුත්', 'නළුනිළි', 'යන්ට', 'kiyanna', 'wachana', 'na', 'gon', 'part', 'මේවාට', 'danawa']",YES
2331,2332,"['Me', 'minissunta', 'onnathi', 'deyak', 'na', 'kath', 'ekka', 'hitiyath', 'moko']",NO
2333,2334,"['එකි', 'අරුට', 'කියලා', 'ඇරගේන', 'දැන්', 'එනවා', 'so', 'so', 'kiyann', 'අනේ', 'පවු', 'dan', 'oyaaa', 'kohomath', 'baduwe', 'wela', 'inne', 'aiyooooooo', 'salli']",YES
2334,2335,"['Hashini', 'comments', 'dana', 'ayatath', 'podi', 'chance', 'ekak', 'denna', 'berida', 'nikan', 'lampuwa', 'allanna', 'wage']",NO
2336,2337,"['mudukku', 'wala', 'heduna', 'awn', 'thama', 'me', 'widiyata', 'hesirenne', 'kisima', 'wili', 'lejjawak', 'nethi', 'wesaganan', 'wahinakota', 'hena', 'gahanna', 'one', 'munta', 'lankawa', 'winasa', 'karanawata']",NO
2338,2339,"['මේ', 'comment', 'එකට', 'like', 'එකක්', 'නොදා', 'ඔයගොල්ලෝ', 'සතුටින්', 'ඉන්න', 'හොදේ']",NO
2341,2342,"['Wooowwww', 'teledrama', 'එක', 'කොහොම', 'වුනත්', 'සිංදුව', 'නම්', 'මාරම', 'ලස්සනයි', 'ගයමු', 'දවසක', 'ජිවිතේ', 'තාලේ']",NO
2345,2346,"['Ane', 'aththamai', 'meke', 'ad', 'kara', 'akkai', 'අයියය්', 'harima', 'lassanai']",NO
2346,2347,"['Pramoth', 'ganearachchi', 'ඔයාට', 'වැරදුනේ', 'na', 'දෙරණ', 'ඔයාව', 'අමතක', 'කළේ', 'na', 'නේද']",NO
2349,2350,"['1', '02', 'ඉඳන්', 'තමයි', 'මං', 'නම්', 'සින්දුවට', 'ආස', 'මෙලඩිය', 'සෝක්', 'එතන', 'ඉඳන්']",NO
2350,2351,"['Music', 'එක', 'වගේම', 'කතාවත්', 'ලස්සනයි', 'කියලා', 'හිතනවා']",NO
2351,2352,"['niyama', 'kathawa', 'lawan', 'aiya', 'niyamata', 'acting', 'karanawa', 'superb']",NO
2352,2353,"['lassani', 'godakkkk', 'man', 'asai', 'e', 'song', 'ekata']",NO
2353,2354,"['මමත්', 'dream', 'star', 'yanna', 'hithan', 'hitiye', 'ath', 'mata', 'රඟපාන්න', 'bee', 'a', 'nisa', 'adahasa', 'wenas', 'kla']",NO
2354,2355,"['Me', 'teledrama', 'eka', 'harima', 'lassanai', 'meka', 'jiwita', 'kalayatama', 'thiyannawam']",NO
2355,2356,"['දන්නවද', 'ලංකාවේ', '2019', 'ලස්සනම', 'කෙල්ලෝ', '10', 'කවුද', 'කියලා']",NO
2356,2357,"['Pttt', 'broo', 'අපි', 'ආසාවෙන්', 'බලන', 'කතාවක්', 'සුපිරි']",NO
2358,2359,"['meke', 'inna', 'chuty', 'babage', 'team', 'eke', 'mahatha', 'ayyage', 'name', 'eka', 'mokakda', 'bolaa', 'maama', 'kiyana', 'kenage']",NO
2359,2360,"['ඇප්', 'එක', 'රිලීස්', 'වුනේ', 'පෙබරවාරි', '13', 'හැබැයි', 'රැල්ලට', 'යන්න', 'කලින්', 'Account', 'එකක්', 'හදා', 'ගන්න', 'බොරු', 'බොරු', 'කියල', 'ඉන්නෙ', 'නැතිව', 'පොඩ්ඩක්', 'ට්', 'රයි', 'කරන්න']",NO
2360,2361,"['මේකේ', 'BTC', 'හොයන්නයි', 'තියෙන්නේ', 'දැනට', 'නම්', 'Invite', 'කරල', 'රෙෆරල්', 'කරන', 'එකට', 'තමයි', 'ගෙවන්නේ', 'එහෙම', 'හොයන', 'Gems', 'පැය', 'දොලහෙන්', 'දොලහට', 'වගේ', 'එකතු', 'කරන්න', 'දෙනවා']",NO
2361,2362,"['ඊට', 'පස්සේ', 'ලංකාවේ', 'වෙලාවෙන්', 'නම්', 'රෑ', '7', '30ට', 'Gems', 'BTC', 'වලට', 'Exchange', 'වෙනවා', 'මෙයාලා', 'කියන්නෙ', 'එක්කෙනෙක්ට', '20', 'වගේ', 'දෙන්න', 'බලාපොරොත්තු', 'වෙනව', 'කියල']",NO
